,en,fr
0,An older woman in a dress stands near bushes.,Une femme plus âgée en robe se trouve près de buissons.
0,A person sits in a park while playing a small instrument.,Une personne est assise dans un parc tout en jouant un petit instrument.
0,A crowd of people walking through a walkway of sorts.,Une foule de gens qui marchent dans une sorte de promenade.
0,A young man stands outdoors in front of electronic equipment with his arms folded while another man in the background wears headphones.,"Un jeune homme se tient à l'extérieur devant un équipement électronique, ses bras pliés, tandis qu'un autre homme à l'arrière-plan porte des écouteurs."
0,Many people walk along a crowded street.,De nombreuses personnes marchent le long d'une rue surpeuplée.
0,A lady pushes a stroller while a man carries a child on his shoulders while walking and wearing Labor Day 2010 blue t-shirts.,Une femme pousse une poussette tandis qu'un homme porte un enfant sur ses épaules alors qu'il marche et porte des t-shirts bleus pour la fête du Travail 2010.
0,A clown handing out American Flags and entertaining some children.,Un clown distribuant des drapeaux américains et divertissant quelques enfants.
0,"A young blond boy riding a red, white, blue, and yellow bicycle with american flags on it.","Un jeune garçon blond à bord d'une bicyclette rouge, blanche, bleue et jaune avec des drapeaux américains sur elle."
0,A man and a woman with backpacks are outside.,Un homme et une femme avec des sacs à dos se trouvent à l'extérieur.
0,"People boarding a blue, white, and gold train.","Personnes à bord d'un train bleu, blanc et or."
0,Two dark-haired young women dressed in t-shirts are running in a race.,Deux jeunes femmes à cheveux foncés vêtues de t-shirts courent dans une course.
0,A black dog is being chase by two brown dogs on the beach.,Un chien noir est chassé par deux chiens bruns sur la plage.
0,A woman talking to a person dressed up as the statue of liberty.,Une femme parlant à une personne habillée de la statue de la liberté.
0,A child sits on a motorcycle which as an American flag coming out the back.,Un enfant assis sur une moto qui comme un drapeau américain venant à l'arrière.
0,A mock statue of liberty is standing in the crowd.,Une statue de la liberté est debout dans la foule.
0,A woman in a red shirt is waving while standing behind another woman with black hair.,Une femme en chemise rouge agit alors qu'elle se tient derrière une autre femme à cheveux noirs.
0,An elderly man sits in a chair in an alleyway.,Un homme âgé est assis dans une chaise dans une allée.
0,A man doing window shopping for his shoes at a sports shop located in the city of angles,Un homme faisant des achats en vitrine pour ses chaussures dans un magasin sportif situé dans la ville d'angles
0,A man next to a horse is sitting in a chair selling artwork.,Un homme à côté d'un cheval est assis dans une chaise vendant des uvres d'art.
0,A Seattle firefighter standing in front of his truck.,Un pompier de Seattle en face de son camion.
0,A fireman gazes out around him in deep thought.,Un pompier regarde autour de lui avec une profonde pensée.
0,"Two firefighters with ""Seattle Fire"" on the back of their gear face their truck.",Deux pompiers portant la mention « Seattle Fire » à l’arrière de leur équipement se trouvent face à leur camion.
0,"Two men run in a race, side by side.",Deux hommes courent côte à côte dans une course.
0,The outside of a business is shown with a trashcan and four people walking around.,On voit à l'extérieur d'une entreprise une poubelle et quatre personnes se promenant.
0,A scuba diver is playing the drums.,Un plongeur en plongée joue le tambour.
0,A man sitting at a fruit stand talks to a boy wearing a bookbag.,Un homme assis à un stand de fruits parle à un garçon portant un sac à livres.
0,Vendors sell fruit in an open-air market under an olive tree.,Les vendeurs vendent des fruits dans un marché en plein air sous un olivier.
0,Two firemen getting ready to get onto a firetruck.,Deux pompiers se préparent à monter sur une camionnette.
0,A firefighter dressed in gear looking puzzled.,Un pompier vêtu d'un équipement s'étonne.
0,A group of darkly clothed men gather outside and speak enthusiastically.,Un groupe d'hommes sombrement vêtus se rassemble à l'extérieur et parle avec enthousiasme.
0,Many people in white shirts are walking down a street.,De nombreuses personnes en chemises blanches marchent dans une rue.
0,A lady wearing a red shirt is seated next to others on a sidewalk and holding a camera.,Une femme portant une chemise rouge est assise à côté des autres sur un trottoir et tient une caméra.
0,Two young men wearing camouflage stand in the grass.,Deux jeunes hommes en camouflage se tiennent dans l'herbe.
0,What's a trip to the park without visiting the snack bar?,Qu'est-ce qu'un voyage dans le parc sans visiter le snack bar?
0,Two girls are raising another girl in the air.,Deux filles élèvent une autre fille dans l'air.
0,"A woman, wearing a colorful bikini, rests laying down next to the blue water.","Une femme, portant un bikini coloré, repose à côté de l'eau bleue."
0,A couple sit outside of an establishment.,Un couple se trouve à l'extérieur d'un établissement.
0,An Asian woman in a red polo shirt is looking over a counter.,Une femme asiatique en chandail rouge regarde sur un comptoir.
0,A man walking down a shady street with a shopping bag.,Un homme marchant dans une rue ombragée avec un sac de magasinage.
0,"She shades herself with her little yellow umbrella, as she shows off her fancy long dress.","Elle s'éternise avec son petit parapluie jaune, alors qu'elle montre sa robe longue et raffinée."
0,"The country music group - Sugarland, performing.","Le groupe de musique country - Sugarland, en spectacle."
0,An older person waking outside in the daytime with sunglasses on.,Une personne âgée se réveillant à l'extérieur le jour avec des lunettes de soleil.
0,A woman in a white dress with blue jewelry is holding a rooster.,Une femme en robe blanche avec des bijoux bleus porte un roibé.
0,"A man in a white shirt, on a motor scooter waiting for traffic.","Un homme dans une chemise blanche, sur un scooter à moteur attend la circulation."
0,A man is wearing gloves and a safety helmet.,Un homme porte des gants et un casque de sécurité.
0,A man sitting in front of a wall of graffiti.,Un homme assis devant un mur de graffiti.
0,A hard working man speaks his mind into his megaphone.,Un homme acharné parle son esprit dans son mégaphone.
0,Three people in a small boat next to a wooden dock where two other people are standing.,Trois personnes dans un petit bateau près d'un quai en bois où se trouvent deux autres personnes.
0,A girl in bright clothes dancing with a hula hoop.,Une fille en vêtements lumineux dansant avec un hula hoop.
0,"A woman wearing a pink, polka dotted backpack holds a toddler.",Une femme portant un sac à dos rose à polka dots tient un bébé.
0,Four women walking through an art gallery.,Quatre femmes se promenant dans une galerie d'art.
0,A woman with an orange shirt is walking past a 1 hour photo shop.,Une femme portant une chemise orange passe à côté d'une boutique de photo d'une heure.
0,An older woman stacks plates to place in her cart.,Une femme plus âgée empile des plaques pour les placer dans son chariot.
0,"White man with long gray beard, wears a black top hat and long black suit as he walks down the street.","Homme blanc à barbe longue et grise, porte un chapeau noir et une longue combinaison noire lorsqu'il marche dans la rue."
0,At a theme park or basketball court.,Dans un parc à thème ou un court de basket-ball.
0,A man in the blue shirt is taking a photo with a family he met while on vacation.,Un homme en chemise bleue prend une photo avec une famille qu'il a rencontrée en vacances.
0,A woman and a group of children living in poverty.,Une femme et un groupe d'enfants vivant dans la pauvreté.
0,A little boy with a striped shirt walking through the grass near some trees.,Un petit garçon avec une chemise rayée marchant dans l'herbe près de quelques arbres.
0,A boy swings at a pinata during an outdoor family party.,Un garçon s'élance sur une pinata lors d'une fête familiale en plein air.
0,Smiling children are sitting on concrete slab displaying a small item in their hands.,Des enfants en flâne sont assis sur une dalle de béton et présentent un petit objet entre leurs mains.
0,A man wearing a gray shirt is holding a hammer.,Un homme portant une chemise grise tient un marteau.
0,A woman in black leans over a multicolored bench while looking into a red bucket.,Une femme noire se levant au-dessus d'un banc multicolore tout en regardant dans un seau rouge.
